Sequence name	HCV-I_PV1_Run3_B	HCV-H_PV1_Run3_B	HCV-J_PV1_Run3_A	JAS_PV1_Run10_A	HCV-H_PV1_Run3_A	HCV-I_PV1_Run3_A	HCV-J_PV1_Run3_B	SB_PV1_Run3_A	JAS_PV1_Run10_B	SB_PV1_Run3_B
PV1_013254	0.90	2.06	-0.17	0.47	-0.60	-0.01	0.30	0.22	-0.16	-0.22
PV1_013255	2.16	0.40	1.73	4.37	1.59	0.83	1.78	-0.14	1.39	0.14
PV1_013256	-0.28	-0.57	-0.55	0.37	0.08	-0.57	-0.72	-0.28	-0.61	0.28
PV1_013257	0.79	0.84	-0.35	0.01	-0.38	0.27	0.97	-0.09	0.25	0.09
PV1_013258	-0.59	1.01	0.73	1.11	0.55	-0.15	0.18	0.02	0.23	-0.02
PV1_013259	9.67	2.77	10.05	-1.00	7.84	20.64	14.04	1.00	1.98	-1.00
PV1_013260	nan	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_013261	3.48	0.58	4.35	2.05	-0.54	0.99	2.16	-0.16	2.75	0.16
PV1_013262	nan	nan	nan	nan	nan	inf	nan	nan	inf	nan
PV1_013263	0.89	-0.28	0.18	-0.08	0.67	0.20	0.43	0.01	0.13	-0.01
PV1_013264	-0.26	0.30	-0.41	-0.69	-0.71	0.05	-0.35	0.21	-0.10	-0.21
PV1_013265	0.13	-0.34	0.20	-1.00	-0.61	0.55	0.32	-0.30	-0.21	0.30
PV1_013266	-0.46	-1.00	-0.57	0.85	-1.00	-0.31	-1.00	0.53	-0.62	-0.53
PV1_013267	1.25	-0.43	0.02	-0.45	-0.17	-0.19	-0.15	-0.25	-0.78	0.25
PV1_013268	0.16	-0.59	-0.35	-1.00	0.32	-0.12	-0.80	0.30	0.13	-0.30
PV1_013269	1.09	-1.00	0.25	-0.11	-0.10	0.05	-0.08	0.47	0.10	-0.47
PV1_013270	1.00	0.77	1.39	-0.15	0.81	1.85	-0.12	-0.30	0.05	0.30
PV1_013271	1.22	-1.00	-0.56	-1.00	-1.00	-1.00	1.93	0.04	-1.00	-0.04
PV1_013272	0.21	1.41	0.33	-0.48	0.10	0.54	1.27	0.28	0.59	-0.28
PV1_013273	2.65	2.87	-0.42	0.24	0.51	0.16	0.29	0.37	0.02	-0.37
PV1_013274	-0.15	-1.00	2.74	-1.00	0.33	5.76	-0.25	1.00	-0.41	-1.00
PV1_013275	-1.00	0.43	0.45	2.45	-0.79	-0.74	0.79	-0.05	-1.00	0.05
PV1_013276	-1.00	0.90	0.18	-1.00	1.08	0.19	0.89	-0.62	-0.06	0.62
PV1_013277	-0.46	-1.00	1.82	-0.07	-0.72	-0.66	1.40	0.53	0.90	-0.53
PV1_013278	-0.13	-0.17	-0.65	-0.20	-0.12	-0.53	-0.68	-0.05	-0.22	0.05
PV1_013279	nan	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_013280	-0.48	-0.54	-0.07	-0.12	-0.60	-0.26	1.06	0.22	0.81	-0.22
PV1_013281	-1.00	-1.00	1.55	-1.00	-1.00	3.06	4.64	1.00	0.49	-1.00
PV1_013282	-0.23	-1.00	-0.51	-0.21	-0.36	-0.51	-0.59	-0.13	-0.46	0.13
PV1_013283	0.62	-0.48	-0.36	-0.00	0.06	-0.58	-0.35	0.24	-0.49	-0.24
PV1_013284	-1.00	7.19	10.07	-1.00	6.19	15.14	23.48	-1.00	2.23	1.00
PV1_013285	0.35	0.20	-0.33	-1.00	-0.30	-0.79	0.49	0.27	-0.06	-0.27
PV1_013286	0.15	0.16	-0.48	-0.72	-0.58	-0.64	0.01	0.15	0.60	-0.15
PV1_013287	-1.00	-0.61	-0.91	-0.25	-0.89	-0.65	-1.00	0.34	-0.24	-0.34
PV1_013288	0.38	0.02	-0.22	0.76	-0.22	-0.09	-0.19	-0.24	-0.28	0.24
PV1_013289	-1.00	0.80	0.83	1.60	-0.74	1.10	1.25	-0.76	-0.64	0.76
PV1_013290	0.02	-1.00	-0.73	-0.42	-0.47	-0.14	-0.40	0.27	-0.76	-0.27
PV1_013291	0.09	-1.00	-0.57	-1.00	-0.44	0.38	-1.00	0.53	-0.24	-0.53
PV1_013292	nan	inf	inf	inf	inf	inf	inf	nan	inf	nan
PV1_013293	0.01	1.15	0.05	-1.00	-0.16	1.25	1.32	-0.05	0.13	0.05
PV1_013294	nan	nan	nan	nan	nan	inf	nan	nan	inf	nan
PV1_013295	0.11	1.95	-0.11	-0.06	0.15	-0.65	-0.02	0.04	0.16	-0.04
PV1_013296	-0.18	1.17	6.97	-0.31	1.54	3.40	2.60	-0.23	0.14	0.23
PV1_013297	7.88	-1.00	14.92	2.78	-1.00	12.37	4.87	0.04	5.19	-0.04
PV1_013298	3.26	-1.00	0.70	-1.00	-1.00	7.11	-1.00	1.00	7.92	-1.00
PV1_013299	-0.04	0.02	-1.00	-0.67	0.40	-0.21	-1.00	0.08	0.34	-0.08
PV1_013300	0.70	-0.40	-0.32	0.74	-0.12	-0.46	-0.40	0.12	0.42	-0.12
PV1_013301	7.53	-1.00	5.80	6.25	10.04	7.11	10.27	1.00	4.95	-1.00
PV1_013302	-1.00	6.54	0.70	-1.00	-1.00	4.41	-1.00	1.00	7.92	-1.00
PV1_013303	0.98	-1.00	0.58	-0.16	1.57	2.30	3.37	-0.07	2.11	0.07
PV1_013304	1.13	2.77	9.20	-1.00	0.10	7.12	8.40	1.00	6.44	-1.00
PV1_013305	-0.33	0.38	-0.33	1.09	0.45	-0.08	-0.41	0.52	-0.22	-0.52
PV1_013306	5.40	-1.00	7.50	2.63	6.73	13.88	8.40	1.00	10.90	-1.00
PV1_013307	0.68	0.98	2.58	-0.05	-0.13	0.07	0.48	-0.21	1.35	0.21
PV1_013308	0.20	-0.72	-0.30	0.09	-0.29	-0.54	-0.01	0.24	-0.27	-0.24
PV1_013309	-0.44	1.48	-0.33	-1.00	-0.27	0.33	-1.00	-0.21	0.17	0.21
PV1_013310	1.09	0.03	0.06	1.17	0.14	0.80	0.43	0.20	0.70	-0.20
PV1_013311	-1.00	-1.00	21.09	-1.00	-1.00	9.81	21.54	1.00	13.87	-1.00
PV1_013312	-0.01	-0.12	0.19	-0.16	-0.49	0.57	-0.13	-0.07	-0.65	0.07
PV1_013313	2.39	-1.00	-0.41	1.88	-0.01	1.28	0.49	-0.01	1.51	0.01
PV1_013314	0.01	-0.55	-0.60	-1.00	0.31	-0.28	-0.55	-0.53	-0.65	0.53
PV1_013315	4.76	0.27	3.59	0.23	1.61	1.97	4.08	0.69	0.51	-0.69
PV1_013316	nan	nan	inf	nan	nan	inf	nan	nan	nan	nan
PV1_013317	-0.39	-0.78	-0.27	-0.38	0.27	0.05	-0.14	0.26	-0.74	-0.26
PV1_013318	1.78	-0.02	1.43	1.83	1.88	1.11	1.94	0.04	-0.61	-0.04
PV1_013319	-0.66	-0.40	-0.60	-1.00	-0.82	0.29	-1.00	0.27	-0.76	-0.27
PV1_013320	-0.38	-0.27	-0.42	-0.65	-0.14	0.12	-0.45	-0.61	0.16	0.61
PV1_013321	0.67	0.97	-0.44	-1.00	0.59	1.92	0.48	-0.08	1.34	0.08
PV1_013322	0.31	-0.77	-0.32	-0.11	-0.32	-0.38	-0.31	-0.08	0.01	0.08
PV1_013323	-1.00	-0.06	-0.15	-1.00	-0.45	0.86	-0.53	1.00	-1.00	-1.00
PV1_013324	-0.53	-0.62	-0.87	-0.51	-0.39	-0.76	-0.68	-0.07	-0.30	0.07
PV1_013325	-0.58	-0.36	-0.69	0.02	-0.56	-0.58	-0.74	-0.30	-0.46	0.30
PV1_013326	-1.00	-1.00	-0.24	2.26	-0.34	0.42	-0.44	-0.10	0.34	0.10
PV1_013327	-1.00	-1.00	-0.31	-1.00	-1.00	0.37	-0.24	0.63	0.81	-0.63
PV1_013328	-0.27	0.29	-0.42	-1.00	-0.24	-0.31	-0.36	0.37	0.02	-0.37
PV1_013329	-1.00	-1.00	1.55	-1.00	-1.00	-1.00	0.88	1.00	15.37	-1.00
PV1_013330	-0.36	1.26	2.05	-1.00	-0.01	0.21	0.13	-0.10	-0.11	0.10
PV1_013331	0.54	0.09	-0.80	-0.48	-0.31	-0.25	0.09	0.20	-0.21	-0.20
PV1_013332	inf	nan	nan	nan	inf	inf	nan	nan	nan	nan
PV1_013333	2.56	4.03	1.83	0.21	1.95	2.38	0.25	1.00	-0.50	-1.00
PV1_013334	-0.16	0.57	-0.65	-0.02	0.14	-0.42	-0.54	0.30	-0.27	-0.30
PV1_013335	-0.72	-1.00	-0.78	1.83	-0.14	-0.21	-1.00	0.04	-0.03	-0.04
PV1_013336	2.47	-0.23	0.04	-0.26	1.02	-0.04	0.91	0.63	1.72	-0.63
PV1_013337	0.75	-0.78	-0.10	0.27	0.29	-0.45	-0.45	-0.24	0.74	0.24
PV1_013338	-0.31	-0.65	-0.76	-0.16	-0.69	-0.66	-0.57	-0.40	-0.25	0.40
PV1_013339	-1.00	-1.00	1.55	2.63	1.21	2.38	2.76	1.00	-1.00	-1.00
PV1_013340	-1.00	-1.00	10.90	0.81	1.21	3.73	1.82	1.00	4.21	-1.00
PV1_013341	-1.00	7.19	4.54	-1.00	-1.00	10.74	7.16	-1.00	-1.00	1.00
PV1_013342	-1.00	-1.00	2.40	-1.00	-1.00	1.70	-1.00	1.00	-1.00	-1.00
PV1_013343	-0.42	0.22	-0.45	-0.41	0.07	-0.49	-0.19	-0.24	-0.20	0.24
PV1_013344	-0.41	-1.00	-0.53	1.51	-0.08	-0.25	-0.48	0.11	-0.18	-0.11
PV1_013345	nan	nan	inf	inf	nan	inf	inf	nan	inf	nan
PV1_013346	-1.00	0.16	0.65	0.86	-0.21	0.73	-0.04	0.43	-0.39	-0.43
PV1_013347	-0.67	-0.41	-0.60	-0.43	-0.31	0.27	-0.71	0.57	-0.07	-0.57
PV1_013348	0.47	0.56	-0.06	-0.50	-0.70	1.42	1.85	0.24	0.23	-0.24
PV1_013349	0.22	-1.00	1.91	13.51	0.89	3.64	1.69	1.00	2.83	-1.00
PV1_013350	-0.38	-0.78	-0.75	-0.79	-0.42	-0.37	-0.89	0.57	-0.31	-0.57
PV1_013351	-0.27	0.12	-0.69	-0.30	-0.36	-0.54	-0.64	-0.02	0.01	0.02
PV1_013352	1.39	0.06	0.31	-0.49	-0.07	0.04	-0.21	-0.16	0.25	0.16
PV1_013353	-1.00	-1.00	-0.63	-1.00	-0.04	1.05	-1.00	-1.00	1.58	1.00
PV1_013354	nan	nan	inf	nan	nan	inf	nan	nan	inf	nan
PV1_013355	-0.26	-0.22	-0.82	0.26	-0.31	-0.63	-0.87	0.11	-0.18	-0.11
PV1_013356	-1.00	-1.00	-1.00	-1.00	1.21	0.35	-1.00	1.00	3.46	-1.00
PV1_013357	1.69	-1.00	-0.64	-0.24	0.16	-0.57	1.37	-0.16	0.25	0.16
PV1_013358	0.07	-0.46	0.16	-0.74	0.19	1.42	-0.06	0.08	-0.25	-0.08
PV1_013359	0.39	-0.39	-0.77	-0.41	0.02	-0.63	0.02	0.25	0.05	-0.25
PV1_013360	-0.75	-0.55	-1.00	-0.14	-0.48	-0.12	-0.78	0.78	0.24	-0.78
PV1_013361	inf	inf	inf	inf	inf	inf	inf	nan	inf	nan
PV1_013362	-0.37	0.11	-0.05	0.49	-0.48	0.27	-0.34	-0.35	-0.56	0.35
PV1_013363	nan	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_013364	0.15	-1.00	6.07	-1.00	0.78	0.09	6.06	-0.73	-0.20	0.73
PV1_013365	0.37	-0.12	-0.46	0.06	-0.36	-0.37	-0.23	-0.13	0.30	0.13
PV1_013366	-1.00	-1.00	6.08	-1.00	0.15	10.96	6.82	0.04	3.64	-0.04
PV1_013367	-1.00	-1.00	2.40	-1.00	-1.00	0.35	-1.00	1.00	1.97	-1.00
PV1_013368	nan	nan	inf	inf	inf	inf	inf	nan	inf	nan
PV1_013369	1.31	-1.00	2.69	-1.00	2.60	4.87	-1.00	-1.00	0.61	1.00
PV1_013370	-1.00	0.98	1.91	-0.05	-0.42	2.20	-0.01	-0.21	1.35	0.21
PV1_013371	-0.04	-0.29	1.27	-0.59	-0.42	-0.24	0.06	-0.21	-0.05	0.21
PV1_013372	0.33	-0.58	-0.16	1.13	-0.15	0.09	1.63	0.32	0.42	-0.32
PV1_013373	nan	nan	nan	nan	nan	inf	nan	nan	inf	nan
PV1_013374	-0.10	0.58	-0.29	0.52	-0.07	-0.43	-1.00	-0.16	-1.00	0.16
PV1_013375	1.07	0.92	-0.02	0.01	0.74	-0.19	0.04	0.02	0.65	-0.02
PV1_013376	-1.00	-1.00	1.34	-1.00	-0.66	-0.59	-1.00	-0.69	-0.09	0.69
PV1_013377	-0.20	-0.65	-0.52	-0.66	0.08	-0.37	-0.47	-0.21	-0.24	0.21
PV1_013378	-1.00	-0.04	-0.78	-0.54	-0.15	-0.57	-1.00	0.53	0.33	-0.53
PV1_013379	-1.00	-1.00	-0.15	-1.00	-1.00	1.71	-1.00	1.00	0.49	-1.00
PV1_013380	nan	nan	inf	inf	inf	inf	nan	nan	inf	nan
PV1_013381	0.19	-0.25	-0.56	-0.42	0.10	0.02	-0.63	0.16	-0.41	-0.16
PV1_013382	0.80	-0.71	-0.15	-1.00	-0.66	-0.07	-0.42	0.15	-0.31	-0.15
PV1_013383	0.21	-0.17	-0.25	0.37	0.01	-0.49	0.18	-0.22	-0.53	0.22
PV1_013384	-0.12	-1.00	-0.65	-1.00	0.82	0.68	-1.00	0.24	0.23	-0.24
PV1_013385	-1.00	-1.00	0.05	-1.00	-1.00	-0.72	0.55	0.24	-0.39	-0.24
PV1_013386	-0.22	-0.59	-0.49	-0.16	-0.34	-0.59	-0.38	-0.01	-0.08	0.01
PV1_013387	nan	nan	inf	nan	nan	inf	nan	nan	nan	nan
PV1_013388	-0.09	-0.47	-0.61	0.64	-0.31	-0.52	-0.41	0.22	-0.24	-0.22
PV1_013389	-1.00	-1.00	1.27	1.42	-1.00	0.80	0.25	1.00	-0.01	-1.00
PV1_013390	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PV1_013391	-1.00	-0.11	0.01	-1.00	0.31	0.28	-0.11	-0.53	0.41	0.53
PV1_013392	-0.64	0.27	-0.57	-0.19	-0.26	-0.55	-0.68	0.18	-0.42	-0.18
PV1_013393	0.25	-0.78	-0.28	0.07	-0.09	-0.21	0.49	-0.00	-0.17	0.00
PV1_013394	0.25	0.84	0.25	-0.29	-0.14	-0.27	-0.45	0.37	0.46	-0.37
PV1_013395	-0.28	0.00	-0.61	-0.87	-0.71	-0.62	-0.50	0.13	-0.66	-0.13
PV1_013396	-0.46	-1.00	0.50	2.66	0.67	1.39	2.80	0.77	0.88	-0.77
PV1_013397	0.37	0.04	-0.53	0.34	0.32	-0.50	0.04	-0.36	-0.18	0.36
PV1_013398	-0.33	-0.21	-0.47	0.51	-0.20	-0.19	-0.31	0.04	0.08	-0.04
PV1_013399	0.79	-1.00	-0.29	0.52	-0.07	1.56	-1.00	-0.16	-1.00	0.16
PV1_013400	-0.33	-0.70	-0.18	-0.43	-0.60	-0.74	-0.75	0.28	-0.11	-0.28
PV1_013401	nan	nan	inf	inf	nan	inf	nan	nan	inf	nan
PV1_013402	-0.23	-0.55	-0.59	-0.56	-0.40	-0.67	-0.32	0.45	0.16	-0.45
PV1_013403	2.03	-0.41	-0.06	1.86	0.04	0.28	-0.11	0.42	1.11	-0.42
PV1_013404	-1.00	-1.00	2.40	-1.00	0.47	0.80	6.52	1.00	1.97	-1.00
PV1_013405	-1.00	1.26	0.78	-1.00	-0.01	1.02	-0.44	-0.10	-0.56	0.10
PV1_013406	inf	nan	inf	nan	nan	inf	nan	nan	nan	nan
PV1_013407	nan	nan	nan	nan	nan	nan	nan	nan	inf	nan
PV1_013408	-1.00	-1.00	-0.89	-0.03	-0.56	-0.37	0.00	-0.60	-0.60	0.60
PV1_013409	-0.51	-0.13	-0.41	-0.16	-0.24	-0.84	-0.13	0.15	-0.31	-0.15
PV1_013410	nan	nan	inf	nan	nan	inf	inf	nan	nan	nan
PV1_013411	-0.26	0.31	-0.78	0.58	0.06	-0.53	-0.51	-0.04	-0.48	0.04
PV1_013412	-0.38	0.10	3.10	0.59	-0.03	-0.11	4.22	0.46	0.30	-0.46
PV1_013413	nan	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_013414	inf	inf	inf	nan	nan	inf	inf	nan	inf	nan
PV1_013415	-0.39	0.08	-0.55	0.16	-0.53	-0.64	-0.20	-0.22	-0.79	0.22
PV1_013416	nan	nan	nan	nan	nan	inf	nan	nan	inf	nan
PV1_013417	-1.00	14.08	4.10	-1.00	12.25	17.92	2.76	1.00	10.89	-1.00
PV1_013418	0.50	1.65	-0.25	0.28	-0.03	-0.05	-0.34	-0.30	0.05	0.30
PV1_013419	0.20	0.16	-0.41	-0.35	0.33	-0.48	-0.18	-0.11	-0.20	0.11
PV1_013420	-0.63	-0.56	-0.55	-0.79	-0.36	-0.68	-0.67	-0.18	0.04	0.18
PV1_013421	0.42	1.51	2.97	-1.00	-0.26	1.70	-1.00	1.00	2.97	-1.00
PV1_013422	0.39	-0.02	-0.11	0.89	0.73	-0.30	0.96	0.04	0.74	-0.04
PV1_013423	1.23	0.53	1.12	1.52	0.22	-0.22	-0.02	-0.01	0.03	0.01
PV1_013424	0.04	-0.42	-0.72	0.04	-0.29	-0.27	-0.21	0.06	-0.05	-0.06
PV1_013425	0.65	2.89	6.01	2.74	2.42	6.49	0.94	0.29	4.75	-0.29
PV1_013426	1.34	-0.59	0.03	-1.00	-0.27	-0.33	0.24	-0.01	0.31	0.01
PV1_013427	-0.38	1.21	0.99	0.06	0.61	0.58	1.20	0.46	3.78	-0.46
PV1_013428	-0.60	-0.74	-0.78	-0.41	-0.61	-0.78	-0.91	0.07	-0.65	-0.07
PV1_013429	-0.09	-1.00	4.08	2.10	0.89	1.60	3.01	-0.57	-1.00	0.57
PV1_013430	0.30	2.22	-0.59	-0.56	-0.66	-0.34	-0.54	0.16	0.09	-0.16
PV1_013431	-1.00	1.89	-0.51	0.39	-0.79	0.42	-0.64	-0.23	0.42	0.23
PV1_013432	nan	nan	inf	nan	nan	inf	inf	nan	inf	nan
PV1_013433	-0.33	-0.53	-0.20	-0.09	0.04	-0.45	-0.65	0.25	-0.63	-0.25
PV1_013434	0.02	0.20	-0.55	-0.81	-0.18	-0.68	-0.01	-0.37	-0.06	0.37
PV1_013435	nan	nan	inf	nan	inf	inf	inf	nan	nan	nan
PV1_013436	0.24	0.01	-0.16	0.30	-0.01	0.18	0.85	0.30	0.13	-0.30
PV1_013437	0.18	-0.65	-0.14	-0.13	-0.41	-0.36	0.25	-0.02	-0.07	0.02
PV1_013438	-0.10	-0.32	-0.54	-0.13	-0.67	-0.55	0.24	-0.16	-0.02	0.16
PV1_013439	0.03	0.16	0.05	-0.52	-0.47	-0.26	0.40	0.23	0.05	-0.23
PV1_013440	-0.15	0.69	-0.45	-0.46	0.43	-0.43	-0.53	-0.10	0.04	0.10
PV1_013441	-0.53	0.24	-0.26	-0.21	0.69	0.40	-0.79	0.09	0.30	-0.09
PV1_013442	0.04	-0.82	-0.79	-0.12	-0.46	-0.51	-0.82	-0.08	-0.13	0.08
PV1_013443	nan	nan	inf	nan	nan	inf	nan	nan	inf	nan
PV1_013444	1.22	-1.00	0.77	2.78	-1.00	6.04	0.96	0.04	0.55	-0.04
PV1_013445	-1.00	-1.00	7.49	13.51	1.21	19.27	-1.00	1.00	1.97	-1.00
PV1_013446	0.63	-0.18	1.22	-0.21	-0.04	-0.34	1.25	0.20	1.27	-0.20
PV1_013447	-1.00	-1.00	10.99	-1.00	-1.00	7.80	17.36	-1.00	2.23	1.00
PV1_013448	0.51	-0.11	0.81	0.72	1.09	2.36	-0.11	-0.53	0.06	0.53
PV1_013449	-1.00	-1.00	-0.40	-1.00	-1.00	1.38	-1.00	-0.30	0.05	0.30
PV1_013450	0.65	0.38	-0.48	-0.04	-0.39	-0.39	0.72	-0.16	0.09	0.16
PV1_013451	-0.15	-1.00	0.02	-1.00	-0.56	0.08	-0.25	1.00	0.79	-1.00
PV1_013452	nan	inf	inf	nan	nan	inf	nan	nan	inf	nan
PV1_013453	1.38	-0.16	-0.43	-0.46	-0.59	-0.20	-0.30	0.04	-0.45	-0.04
PV1_013454	3.63	-1.00	-1.00	-1.00	-1.00	-1.00	3.08	-1.00	2.23	1.00
PV1_013455	0.36	0.45	-0.08	0.86	0.27	-0.22	0.68	0.47	0.52	-0.47
PV1_013456	-0.20	-0.06	-0.36	0.36	-0.04	-0.41	-0.53	-0.38	-0.07	0.38
PV1_013457	1.82	-0.17	0.55	0.40	0.40	0.01	1.18	-0.12	0.56	0.12
PV1_013458	-1.00	-1.00	0.70	28.01	-1.00	1.70	-1.00	1.00	22.79	-1.00
PV1_013459	1.55	-0.40	-0.12	-0.13	-0.21	-0.57	-0.40	0.12	-0.29	-0.12
PV1_013460	-0.32	-0.70	-0.73	-0.42	-0.65	-0.55	-0.50	0.41	-0.48	-0.41
PV1_013461	0.72	1.28	3.28	-1.00	1.00	2.68	0.14	0.81	1.10	-0.81
PV1_013462	3.27	10.32	0.70	-1.00	3.42	5.09	2.76	1.00	3.46	-1.00
PV1_013463	nan	nan	nan	nan	nan	inf	nan	nan	nan	nan
PV1_013464	-0.43	-0.80	-0.73	-0.81	-0.59	-0.75	-0.70	-0.04	-0.60	0.04
PV1_013465	-1.00	1.28	1.32	-1.00	2.01	1.66	-0.43	-0.39	0.80	0.39
PV1_013466	-1.00	-1.00	0.70	-1.00	5.62	12.52	-1.00	1.00	-1.00	-1.00
PV1_013467	-1.00	-1.00	1.55	2.63	1.21	-1.00	-1.00	1.00	-1.00	-1.00
PV1_013468	-1.00	-1.00	0.70	-1.00	-1.00	0.35	0.88	1.00	3.46	-1.00
PV1_013469	-1.00	-1.00	0.13	1.42	1.21	1.70	0.25	1.00	2.97	-1.00
PV1_013470	-0.38	-0.78	-0.78	-0.26	-0.52	-0.67	-0.67	0.19	-0.52	-0.19
PV1_013471	nan	nan	inf	nan	nan	inf	nan	nan	inf	nan
PV1_013472	-0.37	1.23	2.14	0.07	0.14	1.40	4.56	0.18	4.06	-0.18
PV1_013473	0.12	-0.20	-0.43	-0.23	-0.48	-0.15	0.41	-0.08	-0.05	0.08
PV1_013474	-1.00	-1.00	4.23	-1.00	0.20	2.67	4.44	-1.00	0.61	1.00
PV1_013475	-1.00	-1.00	-0.81	0.66	0.01	0.70	-0.57	0.37	0.36	-0.37
PV1_013476	0.57	0.22	-0.22	0.50	0.22	-0.44	0.04	0.15	-0.31	-0.15
PV1_013477	-1.00	-1.00	5.80	-1.00	7.83	17.92	-1.00	1.00	4.95	-1.00
PV1_013478	-1.00	-1.00	0.21	-1.00	-1.00	1.17	-1.00	-0.64	-1.00	0.64
PV1_013479	0.07	-1.00	10.48	0.81	1.21	4.75	7.46	1.00	0.49	-1.00
PV1_013480	-1.00	-1.00	8.22	-1.00	1.40	0.47	7.16	-1.00	5.46	1.00
PV1_013481	-0.47	-0.69	-0.79	-0.26	-0.64	-0.50	-0.85	-0.10	-0.82	0.10
PV1_013482	-0.46	0.89	0.21	0.52	0.39	0.02	0.89	-0.08	-0.00	0.08
PV1_013483	0.79	-1.00	9.35	0.52	-0.07	2.41	6.10	-0.16	0.25	0.16
PV1_013484	0.11	-1.00	0.15	-1.00	-0.65	-0.01	-0.61	0.04	-0.54	-0.04
PV1_013485	-0.09	-1.00	0.15	-0.48	0.10	0.11	0.47	0.21	0.17	-0.21
PV1_013486	-0.25	-0.12	-0.70	-0.15	-0.40	-0.53	-0.41	-0.18	0.10	0.18
PV1_013487	-0.42	-0.23	-0.84	-0.57	-0.49	-0.78	-0.84	0.06	-0.29	-0.06
PV1_013488	-1.00	0.85	-0.03	1.38	0.09	0.66	-0.38	-0.51	-0.27	0.51
PV1_013489	0.06	0.33	-0.58	0.80	0.25	-0.62	-0.07	-0.43	-0.68	0.43
PV1_013490	nan	inf	inf	nan	inf	inf	inf	nan	nan	nan
PV1_013491	nan	inf	inf	nan	nan	nan	inf	nan	nan	nan
PV1_013492	0.18	-1.00	-0.60	-1.00	-0.48	-0.79	0.04	0.34	0.06	-0.34
PV1_013493	-0.77	1.46	-0.63	-0.60	-0.64	-0.48	0.02	0.20	0.13	-0.20
PV1_013494	-1.00	-1.00	-0.58	0.81	-1.00	0.01	-1.00	1.00	-0.26	-1.00
PV1_013495	0.50	4.31	7.97	11.76	6.77	14.22	1.64	-0.30	2.14	0.30
PV1_013496	0.41	-0.24	-0.02	1.09	0.53	-0.34	-0.40	-0.19	0.07	0.19
PV1_013497	nan	nan	inf	inf	nan	inf	inf	nan	nan	nan
PV1_013498	0.47	-1.00	-0.12	-1.00	-0.24	-0.77	0.94	0.21	0.54	-0.21
PV1_013499	0.27	-0.44	0.01	0.08	-0.18	-0.10	-0.44	0.04	0.77	-0.04
PV1_013500	-1.00	-1.00	5.80	-1.00	6.73	6.44	0.88	1.00	3.46	-1.00
PV1_013501	-1.00	-1.00	2.40	-1.00	-1.00	3.05	-1.00	1.00	-1.00	-1.00
PV1_013502	-0.30	-1.00	-0.81	1.79	-0.51	-0.63	-1.00	-0.01	-0.35	0.01
PV1_013503	-0.62	-0.66	1.05	0.29	-0.21	1.11	1.18	-0.64	-0.07	0.64
PV1_013504	-0.65	-0.28	-0.77	-0.53	-0.59	-0.59	-0.82	0.08	-0.72	-0.08
PV1_013505	0.13	-1.00	1.71	-1.00	1.35	0.08	-1.00	-0.47	-1.00	0.47
PV1_013506	-0.61	0.39	1.20	-0.33	-0.39	1.49	0.04	0.66	0.92	-0.66
PV1_013507	nan	nan	inf	nan	nan	inf	inf	nan	inf	nan
PV1_013508	inf	nan	nan	nan	nan	nan	nan	nan	nan	nan
PV1_013509	-1.00	-1.00	-0.71	-0.37	-0.24	-1.00	-1.00	0.21	-0.74	-0.21
PV1_013510	-0.13	0.53	0.04	1.95	4.84	2.85	0.53	0.63	-0.40	-0.63
PV1_013511	2.00	1.65	0.20	4.10	-0.22	3.28	1.64	-0.30	2.14	0.30
PV1_013512	-0.67	0.16	-0.34	-0.44	0.02	-0.37	-0.71	-0.85	-0.77	0.85
PV1_013513	inf	nan	nan	nan	inf	inf	inf	nan	inf	nan
PV1_013514	0.15	0.45	-0.74	0.12	-0.15	-0.43	0.01	0.08	0.26	-0.08
PV1_013515	0.17	-0.81	-0.70	-0.46	-0.12	-0.73	-0.63	-0.10	-0.26	0.10
PV1_013516	0.01	0.02	-0.31	1.21	0.72	-0.08	0.27	-0.19	0.11	0.19
PV1_013517	2.83	4.27	-0.49	2.26	0.10	-0.19	0.12	-0.10	0.48	0.10
PV1_013518	nan	inf	inf	nan	nan	inf	inf	nan	nan	nan
PV1_013519	-0.65	-0.39	-0.72	0.77	-0.64	-0.01	0.22	-0.35	-0.27	0.35
PV1_013520	-0.29	-0.44	-0.18	0.75	-0.47	-0.20	-0.23	-0.33	-0.01	0.33
PV1_013521	-1.00	14.08	2.40	-1.00	1.21	7.11	2.76	1.00	10.89	-1.00
PV1_013522	0.12	0.48	0.67	0.42	-0.71	-0.56	-0.75	-0.08	0.75	0.08
PV1_013523	0.04	-0.68	-0.70	-0.57	-0.61	-0.51	-0.53	0.26	-0.55	-0.26
PV1_013524	11.79	6.54	2.40	-1.00	5.62	5.76	2.76	1.00	-1.00	-1.00
PV1_013525	-0.37	-0.63	-0.83	1.15	-0.02	-0.33	-0.63	0.09	0.03	-0.09
PV1_013526	-0.70	-0.07	-0.91	-0.49	-0.38	-0.79	-0.41	0.16	-0.58	-0.16
PV1_013527	-0.68	-0.44	-0.24	0.63	-0.34	0.72	-1.00	-0.10	-0.33	0.10
